title,address,date,description,price,phone,link
2 bedroom semi-detached house for sale,"Cruachan Road, Glasgow",25/06/2020,"This is a beautifully re-developed Lawerence 2 bed semi villa, that sits in a Prime Bearsden location within walking distance to local primary schools and Bearsden Academy, local shops and transport. This will make a fantastic home for a family or downsizer and has further potential for extending.","£200,000",0161 468 1430,https://www.rightmove.co.uk//property-for-sale/property-81299404.html
4 bedroom terraced house for sale,"Montgomery Street, Eaglesham, Glasgow, G76",26/02/2020,B-listed Georgian town house with additional garden cottage set within beautifully landscaped gardens built in 1780.  Virtual tour available.,"£550,000",0141 392 0093,https://www.rightmove.co.uk//property-for-sale/property-67784766.html
3 bedroom terraced house for sale,"Leeward Circle, East Kilbride",25/06/2020,"MQ Estate Agents are delighted to present to the market this immaculately presented, mid terraced, three bedroomed villa in East Kilbride. The property is in pristine condition and comprises of large lounge area, sunroom, two double bedrooms, single bedroom, newly fitted kitchen and fitted bathr...","£115,000",0141 392 0198,https://www.rightmove.co.uk//property-for-sale/property-81299308.html
3 bedroom semi-detached house for sale,"Blacader Drive, Gartloch Village, G69",25/06/2020,The most internally attractive semi detached villa nestled in an extremely desired residential pocket of Gartloch Village. This loved family home has been professionally interior designed & will only leave you with a fantastic impression as you finish your viewing. Great size living accommodation...,"£190,000",0121 396 0877,https://www.rightmove.co.uk//property-for-sale/property-93993275.html
4 bedroom detached house for sale,"Ayr Road,
Newton Mearns,
Glasgow,
G77 6RT",25/06/2020,Upgraded kitchen included. The Geddes offers an open-plan kitchen breakfast area whilst the dining room & lounge are separated by French doors. Upstairs boasts a master & Jack and Jill en suite. ,"£380,000",0141 392 0466,https://www.rightmove.co.uk//property-for-sale/property-71442543.html
4 bedroom detached house for sale,"Ayr Road,
Newton Mearns,
Glasgow,
G77 6RT",25/06/2020,"The Stewart has an impressive lounge, dining room, kitchen, and utility room. Upstairs the master bedroom has en suite and walk-in-wardrobes. Part Exchange available.","£433,000",0141 392 0466,https://www.rightmove.co.uk//property-for-sale/property-71442540.html
4 bedroom detached house for sale,"East Kilbride,
Glasgow,
G75",25/06/2020,"This family home boasts French doors from the lounge to the garden, plus a separate dining room is a handy addition. Four bedrooms are offered upstairs with master en suite. Part Exchange available.","£238,000",01355 516051,https://www.rightmove.co.uk//property-for-sale/property-71442492.html
3 bedroom terraced house for sale,"486 Alderman Road, Glasgow, G13",24/06/2020," Offering bright and spacious accommodation, this three bedroom mid terrace villa benefits from convenient location minutes from an excellent selection of amenities. Located a short distance from a wide selection of amenities and fairly handy for access to road networks, it is als...","£120,000",0141 392 0855,https://www.rightmove.co.uk//property-for-sale/property-71435343.html
2 bedroom flat for sale,"Athelstane Road, Knightswood, Glasgow, G13 3NX",24/06/2020,"HD Video Available. Presented in excellent condition throughout, this attractive, two bedroom, upper cottage flat enjoys a peaceful setting upon one of Knightswood's prettiest, tree-lined addresses and benefits from a tremendous garden space at the rear. Despite being just a few minute...","£105,000",0141 392 0187,https://www.rightmove.co.uk//property-for-sale/property-71435199.html
3 bedroom flat for sale,"Hilton Gardens, Anniesland, Glasgow, G13 1DB",24/06/2020,"HD Video Available. Held within an attractive, modern apartment block, this substantial three bedroom, second floor apartment benefits from having two balconies, an allocated private parking space and a highly convenient setting in Anniesland, near to a broad selection of amenities. H...","£185,000",0141 392 0187,https://www.rightmove.co.uk//property-for-sale/property-71435196.html
1 bedroom flat for sale,"Apsley Street, Flat 0/2, Thornwood, Glasgow , G11 7SN",24/06/2020,"HD Video Available. This impressive one bedroom, elevated, ground floor apartment is held within an attractive, red sandstone tenement. The apartment has been carefully upgraded and restored, incorporating floor insulation, to offer elegant and comfortable living space - minutes from a tremendou...","£155,000",0141 392 0187,https://www.rightmove.co.uk//property-for-sale/property-71435193.html
5 bedroom detached house for sale,"Henderland Road, Bearsden, Glasgow",24/06/2020,"Quietly positioned towards the end of Henderland Road and with an enviable backdrop of the Cairnhill Woods, this superb extended bungalow offers a really versatile family home across a footprint of 1,642 sq. ft. and seven principal apartments. A large and entirely level rear garden, detached gara...","£399,000",0141 392 0116,https://www.rightmove.co.uk//property-for-sale/property-93970709.html
3 bedroom semi-detached house for sale,"Culrain Street, Shettleston, G32 7AB",24/06/2020,Fabulous opportunity to acquire this quite magnificent semidetached traditional villa which has been imaginatively remodelled and extended to create a beautiful family home over two levels.,"£199,995",0141 392 0848,https://www.rightmove.co.uk//property-for-sale/property-93967724.html
2 bedroom semi-detached house for sale,"4 Orchard Drive, Rutherglen, Glasgow, G73 1HE",24/06/2020,"**3D TOUR AVAILABLE** A really spacious, 2 bedroomed, semi-detached villa sitting amidst low maintenance gardens in a quiet, yet convenient location.  EPC - D. ","£105,000",0141 392 0215,https://www.rightmove.co.uk//property-for-sale/property-71421324.html
2 bedroom flat for sale,"Battlefield Gardens , Flat 1/1, Battlefield , Glasgow, G42 9JR",24/06/2020,HD Property Video Available. A fantastic full two bedroom period flat with dining sized kitchen occupying a quiet cul de sac position within a popular pocket of Battlefield. The property enjoys shared access to an expansive residents garden and is positioned on the first floor of a traditional bl...,"£165,000",0141 392 0182,https://www.rightmove.co.uk//property-for-sale/property-71418912.html
3 bedroom flat for sale,"Muirskeith Road, Flat 2/1, Merrylee, Glasgow, G43 2JZ",24/06/2020,"HD Property Video Available. A well presented and generously proportioned three bedroom apartment in a much sought after and convenient south-side location. Solely occupying the second floor, the property comprises; welcoming reception hallway with three good sized storage cupboards, formal loung...","£95,000",0141 392 0182,https://www.rightmove.co.uk//property-for-sale/property-71418753.html
1 bedroom bungalow for sale,"Fallside Road, Bothwell, Glasgow, G71",24/06/2020,"Little gem - this property has everything you'll need! Private garden, bath & shower options, gas ch. fully equipped kitchen, porch entrance and modern decor. It's situated in a highly popular area of Bothwell, waking distance to shops, schools & public transport.","£70,000",01698 852237,https://www.rightmove.co.uk//property-for-sale/property-93947150.html
3 bedroom town house for sale,"Miles End, Kilsyth",24/06/2020,"Kelvin Valley Properties present to market this beautifully presented three bedroom terraced townhouse in the popular Cavalry Park development in Kilsyth. The property boasts an attractive and upgraded interior, as well as being situated close to the Colzium Lennox estate with lovely views. ...","£179,995",01236 355043,https://www.rightmove.co.uk//property-for-sale/property-71417691.html
3 bedroom terraced house for sale,"Troon Avenue, Greenhills, East Kilbride, G75",24/06/2020,"Larger 4/5 apartment terraced villa. Likely to appeal in particular to the family market due to its safe location yet still handy for local amenities including good schools, transport and shops. Comprising hall, WC, lounge, dining, dining kitchen, 3 good sized bedrooms, bathroom, gch, dg and gardens","£79,995",01355 516019,https://www.rightmove.co.uk//property-for-sale/property-90595064.html
1 bedroom bungalow for sale,"Johnsburn Drive, Glasgow, Lanarkshire, G53",24/06/2020,This modern built semi detached bungalow is situated within a quiet cul de sac and is presented in fantastic condition with a modern fitted kitchen and shower room. Offering on-the-level accommodation the property is ideally suited towards various purchasers including the downsizer and first time...,"£78,000",0141 392 0071,https://www.rightmove.co.uk//property-for-sale/property-71417499.html
3 bedroom flat for sale,"3/1 95 Finlay Drive, Dennistoun, Glasgow, G31 2QZ",24/06/2020,"**3D TOUR AVAILABLE** A truly impressive and substantial, 3 bedroomed, traditional flat with a large kitchen and many period features, occupying a prominent top floor corner position on Finlay Drive in the heart of Dennistoun.  EPC - E.","£199,995",0141 392 0215,https://www.rightmove.co.uk//property-for-sale/property-81287401.html
1 bedroom apartment for sale,"Cartvale Road, Battlefield, Glasgow",24/06/2020,"A beautiful second floor tenement flat situated in this hugely popular pocket of Battlefield. The owners of the property have made a number of improvements in their time as owners, making it a must for viewing in order to be appreciated. This red sandstone tenement building ...","£135,000",0141 392 0010,https://www.rightmove.co.uk//property-for-sale/property-71417019.html
